SchemaName,ProcedureName,ParameterName,ParameterType,ParameterSize,IsOutput,IsRequired,DefaultValue
dbo,sp_api_update_system_data,@trigger_object_id,int,4,No,Yes,None
dbo,sp_api_update_system_data,@json,nvarchar,MAX,No,No,None
dbo,sp_api_validate_reducer,@tablename,nvarchar,128,No,Yes,None
dbo,sp_api_validate_reducer,@reducer,nvarchar,MAX,No,Yes,None
dbo,sp_api_version_os,@version,nvarchar,MAX,Yes,No,None
dbo,sp_api_whatsapp,@to,nvarchar,32,No,Yes,None
dbo,sp_api_whatsapp,@text,nvarchar,4000,No,No,None
dbo,sp_api_whatsapp,@template,nvarchar,128,No,No,None
dbo,sp_api_whatsapp,@type,nvarchar,128,No,No,None
dbo,sp_api_writeFile,@filename,nvarchar,2048,No,Yes,None
dbo,sp_api_writeFile,@base64data,nvarchar,MAX,No,Yes,None
